-3	0.4440892099	0.4719052882	-0.05894419713
-2.999	0.4440892099	0.4722078842	-0.05954723606
-2.998	0.4440892099	0.4725107294	-0.06014999829
-2.997	0.4440892099	0.472813824	-0.06075248376
-2.996	0.4440892099	0.4731171682	-0.0613546924
-2.995	0.4440892099	0.4734207621	-0.06195662415
-2.994	0.4440892099	0.4737246059	-0.06255827893
-2.993	0.3330669074	0.4740286998	-0.2973697425
-2.992	0.4440892099	0.474333044	-0.06376075734
-2.991	0.4440892099	0.4746376386	-0.06436158084
-2.99	0.5551115123	0.4749424839	0.1687973411
-2.989	0.4440892099	0.4752475799	-0.0655623961
-2.988	0.4440892099	0.475552927	-0.06616238772
-2.987	0.3330669074	0.4758585252	-0.3000715764
-2.986	0.5551115123	0.4761643748	0.1657980767
-2.985	0.4440892099	0.4764704759	-0.06796069776
-2.984	0.5551115123	0.4767768286	0.1643005259
-2.983	0.5551115123	0.4770834333	0.1635522711
-2.982	0.3330669074	0.47739029	-0.3023173819
-2.981	0.4440892099	0.4776973989	-0.0703545574
-2.98	0.4440892099	0.4780047603	-0.07095232774
-2.979	0.4440892099	0.4783123742	-0.07154982012
-2.978	0.4440892099	0.4786202409	-0.07214703447
-2.977	0.4440892099	0.4789283605	-0.07274397072
-2.976	0.4440892099	0.4792367332	-0.0733406288
-2.975	0.3330669074	0.4795453592	-0.3054527565
-2.974	0.4440892099	0.4798542387	-0.0745331102
-2.973	0.3330669074	0.4801633718	-0.3063467
-2.972	0.5551115123	0.4804727588	0.1553444024
-2.971	0.4440892099	0.4807823997	-0.07631974435
-2.97	0.4440892099	0.4810922948	-0.07691473201
-2.969	0.4440892099	0.4814024442	-0.07750944102
-2.968	0.4440892099	0.4817128482	-0.07810387132
-2.967	0.4440892099	0.4820235068	-0.07869802284
-2.966	0.4440892099	0.4823344203	-0.07929189551
-2.965	0.5551115123	0.4826455889	0.1501431384
-2.964	0.3330669074	0.4829570126	-0.310359103
-2.963	0.3330669074	0.4832686918	-0.3108038798
-2.962	0.3330669074	0.4835806265	-0.3112484472
-2.961	0.4440892099	0.483892817	-0.08225707369
-2.96	0.4440892099	0.4842052633	-0.0828492718
-2.959	0.3330669074	0.4845179658	-0.3125808929
-2.958	0.4440892099	0.4848309245	-0.08403282995
-2.957	0.3330669074	0.4851441396	-0.3134681424
-2.956	0.4440892099	0.4854576114	-0.0852152702
-2.955	0.4440892099	0.4857713399	-0.08580607093
-2.954	0.3330669074	0.4860853254	-0.314797444
-2.953	0.4440892099	0.486399568	-0.08698683327
-2.952	0.4440892099	0.4867140679	-0.08757679473
-2.951	0.3330669074	0.4870288252	-0.3161248572
-2.95	0.3330669074	0.4873438402	-0.3165669084
-2.949	0.4440892099	0.487659113	-0.08934499944
-2.948	0.5551115123	0.4879746438	0.1375826989
-2.947	0.4440892099	0.4882904328	-0.09052240214
-2.946	0.4440892099	0.48860648	-0.09111068315
-2.945	0.4440892099	0.4889227858	-0.09169868383
-2.944	0.3330669074	0.4892393502	-0.3192148031
-2.943	0.4440892099	0.4895561735	-0.09287384393
-2.942	0.5551115123	0.4898732558	0.133173746
-2.941	0.4440892099	0.4901905972	-0.09404788187
-2.94	0.4440892099	0.490508198	-0.09463447985
-2.939	0.4440892099	0.4908260584	-0.09522079708
-2.938	0.3330669074	0.4911441784	-0.3218551251
-2.937	0.4440892099	0.4914625582	-0.09639258897
-2.936	0.4440892099	0.4917811981	-0.09697806349
-2.935	0.4440892099	0.4921000982	-0.09756325697
-2.934	0.4440892099	0.4924192586	-0.09814816933
-2.933	0.5551115123	0.4927386796	0.1265839994
-2.932	0.4440892099	0.4930583613	-0.0993171504
-2.931	0.5551115123	0.4933783038	0.1251234763
-2.93	0.3330669074	0.4936985074	-0.3253637546
-2.929	0.4440892099	0.4940189722	-0.1010685118
-2.928	0.3330669074	0.4943396983	-0.3262388019
-2.927	0.3330669074	0.494660686	-0.3266760088
-2.926	0.4440892099	0.4949819354	-0.1028173392
