0	1.999900001	1.999900001	1.999900001	-0.01999966667	-0.01999966667	-0.01999966667	
0.01	1.999600013	1.999600013	1.999600013	-0.03999733338	-0.03999733338	-0.03999733338	
0.02	1.999100067	1.999100067	1.999100067	-0.0599910004	-0.0599910004	-0.0599910004	
0.03	1.998400213	1.998400213	1.998400213	-0.07997866837	-0.07997866837	-0.07997866837	
0.04	1.997500521	1.997500521	1.997500521	-0.09995833853	-0.09995833853	-0.09995833853	
0.05	1.99640108	1.99640108	1.99640108	-0.1199280129	-0.1199280129	-0.1199280129	
0.06	1.995102001	1.995102001	1.995102001	-0.1398856947	-0.1398856947	-0.1398856947	
0.07	1.993603413	1.993603413	1.993603413	-0.1598293879	-0.1598293879	-0.1598293879	
0.08	1.991905466	1.991905466	1.991905466	-0.1797570984	-0.1797570984	-0.1797570984	
0.09	1.990008331	1.990008331	1.990008331	-0.1996668333	-0.1996668333	-0.1996668333	
0.1	1.987912196	1.987912196	1.987912196	-0.2195566017	-0.2195566017	-0.2195566017	
0.11	1.985617272	1.985617272	1.985617272	-0.2394244146	-0.2394244146	-0.2394244146	
0.12	1.983123787	1.983123787	1.983123787	-0.2592682852	-0.2592682852	-0.2592682852	
0.13	1.980431992	1.980431992	1.980431992	-0.2790862293	-0.2790862293	-0.2790862293	
0.14	1.977542156	1.977542156	1.977542156	-0.2988762649	-0.2988762649	-0.2988762649	
0.15	1.974454567	1.974454567	1.974454567	-0.3186364132	-0.3186364132	-0.3186364132	
0.16	1.971169534	1.971169534	1.971169534	-0.3383646981	-0.3383646981	-0.3383646981	
0.17	1.967687386	1.967687386	1.967687386	-0.3580591468	-0.3580591468	-0.3580591468	
0.18	1.96400847	1.96400847	1.96400847	-0.3777177899	-0.3777177899	-0.3777177899	
0.19	1.960133156	1.960133156	1.960133156	-0.3973386616	-0.3973386616	-0.3973386616	
0.2	1.956061829	1.956061829	1.956061829	-0.4169197997	-0.4169197997	-0.4169197997	
0.21	1.951794899	1.951794899	1.951794899	-0.4364592461	-0.4364592461	-0.4364592461	
0.22	1.94733279	1.94733279	1.94733279	-0.455955047	-0.455955047	-0.455955047	
0.23	1.94267595	1.94267595	1.94267595	-0.4754052528	-0.4754052528	-0.4754052528	
0.24	1.937824843	1.937824843	1.937824843	-0.4948079185	-0.4948079185	-0.4948079185	
0.25	1.932779956	1.932779956	1.932779956	-0.5141611037	-0.5141611037	-0.5141611037	
0.26	1.927541793	1.927541793	1.927541793	-0.5334628733	-0.5334628733	-0.5334628733	
0.27	1.922110877	1.922110877	1.922110877	-0.5527112971	-0.5527112971	-0.5527112971	
0.28	1.916487751	1.916487751	1.916487751	-0.5719044502	-0.5719044502	-0.5719044502	
0.29	1.910672978	1.910672978	1.910672978	-0.5910404133	-0.5910404133	-0.5910404133	
0.3	1.90466714	1.90466714	1.90466714	-0.6101172728	-0.6101172728	-0.6101172728	
0.31	1.898470836	1.898470836	1.898470836	-0.6291331212	-0.6291331212	-0.6291331212	
0.32	1.892084687	1.892084687	1.892084687	-0.6480860567	-0.6480860567	-0.6480860567	
0.33	1.885509331	1.885509331	1.885509331	-0.6669741842	-0.6669741842	-0.6669741842	
0.34	1.878745426	1.878745426	1.878745426	-0.6857956149	-0.6857956149	-0.6857956149	
0.35	1.871793647	1.871793647	1.871793647	-0.7045484665	-0.7045484665	-0.7045484665	
0.36	1.864654691	1.864654691	1.864654691	-0.7232308639	-0.7232308639	-0.7232308639	
0.37	1.857329271	1.857329271	1.857329271	-0.7418409388	-0.7418409388	-0.7418409388	
0.38	1.84981812	1.84981812	1.84981812	-0.7603768302	-0.7603768302	-0.7603768302	
0.39	1.842121988	1.842121988	1.842121988	-0.7788366846	-0.7788366846	-0.7788366846	
0.4	1.834241646	1.834241646	1.834241646	-0.7972186559	-0.7972186559	-0.7972186559	
0.41	1.826177881	1.826177881	1.826177881	-0.8155209061	-0.8155209061	-0.8155209061	
0.42	1.817931499	1.817931499	1.817931499	-0.8337416048	-0.8337416048	-0.8337416048	
0.43	1.809503326	1.809503326	1.809503326	-0.8518789301	-0.8518789301	-0.8518789301	
0.44	1.800894205	1.800894205	1.800894205	-0.8699310682	-0.8699310682	-0.8699310682	
0.45	1.792104995	1.792104995	1.792104995	-0.8878962139	-0.8878962139	-0.8878962139	
0.46	1.783136576	1.783136576	1.783136576	-0.9057725707	-0.9057725707	-0.9057725707	
0.47	1.773989846	1.773989846	1.773989846	-0.923558351	-0.923558351	-0.923558351	
0.48	1.764665717	1.764665717	1.764665717	-0.9412517763	-0.9412517763	-0.9412517763	
0.49	1.755165124	1.755165124	1.755165124	-0.9588510771	-0.9588510771	-0.9588510771	
0.5	1.745489015	1.745489015	1.745489015	-0.9763544937	-0.9763544937	-0.9763544937	
0.51	1.735638359	1.735638359	1.735638359	-0.9937602756	-0.9937602756	-0.9937602756	
0.52	1.725614141	1.725614141	1.725614141	-1.011066682	-1.011066682	-1.011066682	
0.53	1.715417363	1.715417363	1.715417363	-1.028271983	-1.028271983	-1.028271983	
0.54	1.705049044	1.705049044	1.705049044	-1.045374458	-1.045374458	-1.045374458	
0.55	1.694510222	1.694510222	1.694510222	-1.062372396	-1.062372396	-1.062372396	
